,buying,maint,doors,persons,lug_boot,safety,verdict,condprob
1748,unacc,low,vhigh,3,4,small,low,1.0
1749,unacc,low,high,5more,2,small,high,1.0
1750,unacc,med,low,2,more,small,low,1.0
1751,unacc,high,high,3,4,big,low,1.0
1752,unacc,med,low,4,2,med,low,1.0
1753,unacc,high,low,4,2,med,high,1.0
1754,unacc,vhigh,vhigh,4,2,small,med,1.0
1755,unacc,vhigh,high,2,4,big,low,1.0
1756,vgood,low,high,4,4,big,high,1.0
1757,unacc,vhigh,vhigh,2,4,small,med,0.25
1758,unacc,vhigh,high,4,4,small,med,1.0
1759,unacc,med,vhigh,5more,4,big,low,1.0
1760,unacc,high,med,4,2,small,med,1.0
1761,good,low,med,3,4,small,high,1.0
1762,unacc,med,low,5more,2,small,low,1.0
1763,unacc,high,high,3,more,big,high,0.5
1764,unacc,med,high,2,more,small,med,1.0
1765,acc,vhigh,low,5more,more,big,med,1.0
1766,unacc,high,vhigh,3,2,med,low,1.0
1767,unacc,vhigh,med,5more,2,small,low,1.0
1768,acc,low,vhigh,2,4,big,med,1.0
1769,vgood,low,low,5more,4,big,high,1.0
1770,unacc,vhigh,high,2,2,big,high,1.0
1771,unacc,high,high,3,more,med,low,1.0
1772,unacc,low,vhigh,4,4,big,low,1.0
1773,unacc,high,low,4,4,big,low,1.0
1774,unacc,high,vhigh,5more,more,small,high,1.0
1775,acc,med,high,4,4,med,med,1.0
1776,acc,med,vhigh,5more,more,big,high,1.0
1777,unacc,med,low,3,2,big,med,1.0
1778,unacc,high,vhigh,3,2,small,high,1.0
1779,vgood,low,high,2,4,big,high,1.0
1780,unacc,high,vhigh,5more,more,med,high,1.0
1781,unacc,vhigh,low,3,2,small,high,1.0
1782,unacc,low,med,3,4,small,low,1.0
1783,unacc,low,low,3,2,med,high,1.0
1784,unacc,vhigh,vhigh,2,more,med,high,0.25
1785,unacc,low,low,3,2,med,low,1.0
1786,unacc,vhigh,vhigh,2,2,med,high,0.3333333333333333
1787,acc,low,vhigh,3,4,med,high,1.0
1788,unacc,med,med,4,2,small,med,1.0
1789,unacc,high,high,2,2,med,med,1.0
1790,unacc,low,high,4,2,big,low,1.0
1791,unacc,med,vhigh,5more,2,big,low,1.0
1792,good,med,low,4,4,med,med,1.0
1793,acc,med,vhigh,5more,4,big,high,1.0
1794,unacc,med,low,5more,2,med,med,1.0
1795,unacc,low,vhigh,4,2,med,low,1.0
1796,vgood,med,low,5more,more,med,high,1.0
1797,acc,low,high,4,more,med,med,1.0
